	TEXT	LABEL
781	"Landmark studies of the status of DNA damage checkpoints and associated repair functions in preneoplastic and neoplastic cells has focused attention on importance of these pathways in cancer development , and inhibitors of repair pathways are in clinical trials for treatment of triple negative breast cancer .
Cancer heterogeneity suggests that specific cancer subtypes will have distinct mechanisms of DNA damage survival , dependent on biological context .
In this study , status of DNA damage response ( DDR)-associated proteins was examined in breast cancer subtypes in association with clinical features ; 479 breast cancers were examined for expression of DDR proteins γH2AX , BRCA1 , pChk2 , and p53 , DNA damage-sensitive tumor suppressors Fhit and Wwox , and Wwox-interacting proteins Ap2α , Ap2γ , ErbB4 , and correlations among proteins , tumor subtypes , and clinical features were assessed .
In a multivariable model , triple negative cancers showed significantly reduced Fhit and Wwox , increased p53 and Ap2γ protein expression , and were significantly more likely than other subtype tumors to exhibit aberrant expression of two or more DDR-associated proteins .
Disease-free survival was associated with subtype , Fhit and membrane ErbB4 expression level and aberrant expression of multiple DDR-associated proteins .
These results suggest that definition of specific DNA repair and checkpoint defects in subgroups of triple negative cancer might identify new treatment targets .
Expression of Wwox and its interactor , ErbB4 , was highly significantly reduced in metastatic tissues vs. matched primary tissues , suggesting that Wwox signal pathway loss contributes to lymph node metastasis , perhaps by allowing survival of tumor cells that have detached from basement membranes , as proposed for the role of Wwox in ovarian cancer spread .
"	11
782	"The incidence of oral squamous cell carcinoma ( SCC ) is increasing but the long-term survival rate remains low .
An animal model would therefore be helpful for evaluation of new treatment modalities for oral SCC .
Hamster is small animal , therefore , the cancer of hamster cheek pouch is not optimal for tumor imaging .
The VX2 cell line has been used in many carcinoma-related studies , including oral SCC research , but it is derived from cutaneous tissue and not mucosa .
We chemically induced tongue squamous cell carcinoma in rabbits and subsequently established a rabbit squamous cell line .
The cells grew in multiple layers without contact inhibition for 60 passages over 2 years and were positive for cytokeratin ( CK ) .
Electron microscopy revealed that cells were polygonal with rich microvilli on the surface , and there were desmosomes between cells and bundles of tonofibril beside the cell membrane .
The chromosome number ranged from 71 to 272 , with a modal value of 145 ( 12.4% ) .
The cells were transplantable into nude mice subcutaneously or rabbit submucosally and produced carcinomas in all the animals .
The cell line should be a useful tool for the study of the biological characteristics of oral SCC , especially tongue SCC .
"	17
783	"Rhabdoid tumors have been reported in many different anatomic sites as an aggressive tumor and usually present with a rhabdoid tumor component ( a composite tumor ) rather than a pure rhabdoid tumor .
Rhabdoid tumor in the prostate has been described only once in the prostatic region as a possible epithelial origin .
Rhabdoid features in prostatic stromal sarcomas ( PSSs ) have never been described in the literature .
Here , we report a case of a PSS with rhabdoid features .
A 31-year-old man presented with a 4-month history of voiding difficulty and anal pain .
Computed tomography of the abdomen revealed an ovoid mass in the prostate invading rectum and urinary bladder .
A needle biopsy was diagnosed as an unclassified spindle cell sarcoma , and 2 cycles of adriamycin-based neoadjuvant chemotherapy were given , followed by radical prostatectomy .
The prostatectomy specimen revealed a high-grade sarcoma with fascicles of highly cellular spindle cells and numerous mitoses with hemorrhage and necrosis .
In areas , the tumor also contained sheets of loosely cohesive epithelioid cells with rhabdoid tumor component .
Both spindle and rhabdoid tumor cells were positive for vimentin , CD34 , and progesterone receptor and negative for desmin and cytokeratin immunostainings .
The rhabdoid tumor cells retained INI1 expression .
The tumor recurred in the bladder , and the patient died of sepsis .
To the best of our knowledge , this is the first case of PSS with rhabdoid features .
The tumor showed an aggressive clinical behavior with a short-term survival ( 7 months after diagnosis ) .
"	32
784	"HGF signaling induces epithelial cells to disassemble cadherin-based adhesion and increase cell motility and invasion , a process termed epithelial-mesenchymal transition ( EMT ) .
EMT plays a major role in cancer metastasis , allowing individual cells to detach from the primary tumor , invade local tissue , and colonize distant tissues with new tumors .
While invasion of vascular and lymphatic networks is the predominant route of metastasis , nerves also can act as networks for dissemination of cancer cell to distant sites in a process termed perineual invasion ( PNI ) .
Signaling between nerves and invasive cancer cells remains poorly understood , as does cellular decision making that selects the specific route of invasion .
Here we examine how HGF signaling contributes to PNI using reductionist culture model systems .
We find that TGFβ , produced by PC12 cells , enhances scattering in response to HGF stimulation , increasing both cell-cell junction disassembly and cell migration .
Further , gradients of TGFβ induce migratory mesenchymal cells to undergo chemotaxis towards the source of TGFβ .
Interestingly , VEGF suppresses TGFβ-induced enhancement of scattering .
These results have broad implications for how combinatorial growth factor signaling contributes to cancer metastasis , suggesting that VEGF and TGFβ might modulate HGF signaling to influence route selection during cancer progression .
"	28
785	"Metastatic cancer cells typically fail to halt migration on contact with non-cancer cells .
This invasiveness is in contrast to normal mesenchymal cells that retract on contact with another cell .
Why cancer cells are defective in contact inhibition of locomotion is not understood .
Here , we analyse the dynamics of prostate cancer cell lines co-cultured with fibroblasts , and demonstrate that a combinatorial code of Eph receptor activation dictates whether cell migration will be contact inhibited .
The unimpeded migration of metastatic PC-3 cells towards fibroblasts is dependent on activation of EphB3 and EphB4 by ephrin-B2 , which we show activates Cdc42 and cell migration .
Knockdown of EphB3 and EphB4 restores contact inhibition of locomotion to PC-3 cells .
Conversely , homotypic collisions between two cancer cells results in contact inhibition of locomotion , mediated by EphA-Rho-Rho kinase ( ROCK ) signalling .
Thus , the migration of cancer cells can switch from restrained to invasive , depending on the Eph-receptor profile of the cancer cell and the reciprocal ephrin ligands expressed by neighbouring cells .
"	11
786	"An epithelial cell line , referred to as A163 , was established from breast carcinoma derived from a patient with a strong family history of breast cancer but no known breast cancer susceptibility mutation .
A163 was propagated in a serum-free culture medium including the epidermal growth factor .
Immunophenotypic characterization demonstrated a mixed luminal and basal-like phenotype .
When epidermal growth factor was excluded from the culture medium , A163 entered a quiescent period followed by a period of increased cell proliferation in a subpopulation of the cells .
The epidermal growth factor-independent subpopulation retained the basal-like phenotype of the parental cell line .
Karyotype and fluorescent in situ hybridization analysis showed an amplification of epidermal growth factor receptor on 7q in A163-S1 only , resulting in high expression of total and phosphorylated epidermal growth factor receptor .
The A163-S1 sub-line piles up in culture , indicating a loss of contact inhibition .
When grown on transwell filters , A163 shows basal expression of P63 and cytokeratin 14 , whereas A163-S1 expresses P63 ubiquitously , and has lost the basal specific expression of cytokeratin 14 , indicating a loss of polarity .
Furthermore , when cultured in reconstituted basement membrane matrix , A163 form polarized normal like acini .
In contrast , A163-S1 form large disorganized structures with lack of polarity .
These cell lines may prove useful to understand molecular changes in breast cancer progression , in particular basal-like breast cancer subtype with bad prognosis and no current treatment options .
"	1
787	"C-reactive protein is produced in response to cytokines such as interleukin ( IL)-6 .
It is known that increased plasma IL-6 levels induce increased hepatic and intratumoral production of C-reactive protein .
Cyclooxygenase enzyme-2 is induced by various stimuli , including inflammation and various growth factors .
Expression of these two markers has not been well studied in clear cell renal cell carcinoma .
The objective of this study is to correlate the expression of C-reactive protein and cyclooxygenase enzyme-2 in clear cell renal cell carcinoma with pathologic parameters .
A search of the surgical pathology and consultation files at our institution was performed for nephrectomy specimens with clear cell renal cell carcinoma from 2007 to 2008 .
Immunohistochemical stains for C-reactive protein and cyclooxygenase enzyme-2 were performed .
Staining intensity was graded as 0 , 1+ , 2+ , and 3+ .
The staining intensity was then correlated with pathologic stage and Fuhrman nuclear grade for each case .
A total of 110 cases were identified .
Strong expression of C-reactive protein was associated with higher Fuhrman nuclear grade and pathologic stage , and the strength of correlation was statistically significant ( p = 0.01 and p = 0.001 ) , respectively .
However , cyclooxygenase enzyme-2 expression did not show statistically significant correlation with both pathologic stage and Fuhrman nuclear grade ( p = 0.1 and p = 0.15 ) , respectively .
To our knowledge , this is the largest study to date correlating the expression of both C-reactive protein and cyclooxygenase enzyme-2 in tissue with pathologic parameters in patients with clear cell renal cell carcinoma , which could have significant prognostic and therapeutic implications .
"	19
788	"BACKGROUND Adult human mesenchymal stem cells ( hMSC ) have been shown to home to sites of carcinoma and affect biological processes , including tumour growth and metastasis .
Previous findings have been conflicting and a clear understanding of the effects of hMSCs on cancer remains to be established .
Therefore , we set out to investigate the impact of hMSCs on the oestrogen receptor positive , hormone-dependent breast carcinoma cell line MCF-7 .
RESULTS In this study , we show the effects of hMSCs on cancer cells are mediated through a secreted factor(s) which are enhanced by cancer cell-hMSC contact/communication .
In addition to enhanced proliferation when in co-culture with hMSCs , MCF-7 cells were found to have increased migration potential in vitro .
Inhibition of ER signalling by the pure anti-oestrogen ICI 182,780 decreased the effect of hMSCs on MCF-7 cell proliferation and migration supporting a role for ER signalling in the hMSC/MCF-7 cell interaction .
Additionally , hMSCs have been shown to secrete a wide variety of growth factors and chemokines including stromal cell-derived factor-1 ( SDF-1 ) .
This coupled with the knowledge that SDF-1 is an ER-mediated gene linked with hormone-independence and metastasis led to the investigation of the SDF-1/CXCR4 signalling axis in hMSC-MCF-7 cell interaction .
Experiments revealed an increase in SDF-1 gene expression both in vivo and in vitro when MCF-7 cells were cultured with hMSCs .
SDF-1 treatment of MCF-7 cells alone increased proliferation to just below that seen with hMSC co-culture .
Additionally , blocking SDF-1 signalling using a CXCR4-specific inhibitor decreased hMSC induced proliferation and migration of MCF-7 .
However , the combined treatment of ICI and AMD3100 reduced MCF-7 cell proliferation and migration below control levels , indicating targeting both the ER and CXCR4 pathways is effective in decreasing the hMSCs induction of MCF-7 cell proliferation and migration .
CONCLUSIONS The sum of these data reveals the relationship between tumour microenvironment and tumour growth and progression .
Better understanding of the mechanisms involved in this tumour stroma cell interaction may provide novel targets for the development of treatment strategies for oestrogen receptor positive , hormone-independent , and endocrine-resistant breast carcinoma .
"	1
789	"BACKGROUND Human T-cell leukemia virus type I ( HTLV-I ) has efficiently adapted to its host and establishes a persistent infection characterized by low levels of viral gene expression and slow proliferation of HTLV-I infected cells over decades .
We have previously found that HTLV-I p30 is a negative regulator of virus expression .
RESULTS In this study we show that p30 targets multiple cell cycle checkpoints resulting in a delayed entry into S phase .
We found that p30 binds to cyclin E and CDK2 and prevents the formation of active cyclin E-CDK2 complexes .
In turn , this decreases the phosphorylation levels of Rb and prevents the release of E2F and its transcriptional activation of genes required for G1/S transition .
Our studies also show that HTLV-II p28 does not bind cyclin E and does not affect cell cycle progression .
CONCLUSIONS In contrast to HTLV-I , the HTLV-II-related retrovirus is not oncogenic in humans .
Here we report that the HTLV-I p30 delays cell cycle progression while its homologue , HTLV-II p28 , does not , providing evidence for important differences between these two related retrovirus proteins .
"	9
790	"Multiple myeloma is characterized by the clonal expansion of malignant plasma cells ( multiple myeloma cells [ MMCs] ) , in the bone marrow .
Osteolytic bone lesions are detected in 80% of patients because of increased osteoclastic bone resorption and reduced osteoblastic bone formation .
MMCs are found closely associated with sites of increased bone resorption .
Osteoclasts strongly support MMC survival in vitro .
To further elucidate the mechanisms involved in osteoclast/MMC interaction , we have identified 552 genes overexpressed in osteoclasts compared with other bone marrow cell subpopulations .
Osteoclasts express specifically genes coding for 4 CCR2-targeting chemokines and genes coding for MMC growth factors .
An anti-CCR2 monoclonal antibody blocked osteoclast chemoattractant activity for MMC , and CCR2 chemokines are also MMC growth factors , promoting mitogen-activated protein kinase activation in MMC .
An anti-insulin growth factor-1 receptor monoclonal antibody completely blocked the osteoclast-induced survival of MMC suppressing both osteoclast and MMC survival .
Specific a proliferation-inducing ligand or IL-6 inhibitors partially blocked osteoclast-induced MMC survival .
These data may explain why newly diagnosed patients whose MMC express high levels of CCR2 present numerous bone lesions .
This study displays additional mechanisms involved in osteoclast/MMC interaction and suggests using CCR2 and/or insulin growth factor-1 targeting strategies to block this interaction and prevent drug resistance .
"	29
791	"Many tumors contain heterogeneous populations of cells , only some of which exhibit increased tumorigenicity and resistance to anticancer therapies .
Evidence suggests that these aggressive cancer cells , often termed "" cancer stem cells "" or "" cancer stem-like cells "" ( CSCs ) , rely upon developmental signaling pathways that are important for survival and expansion of normal stem cells .
Here we report that , in analogy to embryonic mammary epithelial biology , estrogen signaling expands the pool of functional breast CSCs through a paracrine FGF/FGFR/Tbx3 signaling pathway .
Estrogen or FGF9 pretreatment induced CSC properties of breast cancer cell lines and freshly isolated breast cancer cells , whereas cotreatment of cells with tamoxifen or a small molecule inhibitor of FGFR signaling was sufficient to prevent the estrogen-induced expansion of CSCs .
Furthermore , reduction of FGFR or Tbx3 gene expression was able to abrogate tumorsphere formation , whereas ectopic Tbx3 expression increased tumor seeding potential by 100-fold .
These findings demonstrate that breast CSCs are stimulated by estrogen through a signaling pathway that similarly controls normal mammary epithelial stem cell biology .
"	33
792	"Osteoblastic bone metastases are the most common metastases produced by human prostate cancers ( PCa ) .
Deregulated activity of Wnt growth factors resulting from overexpression of the Wnt inhibitor Dickkopf-1 ( DKK-1 ) is known to contribute to formation of the osteoblastic component of PCa skeletal bone metastases .
In this study , we report that DKK-1 knockdown in osteolytic human PCa cells unexpectedly delays the development of both soft tissue and osseous lesions .
PCa cells deficient in DKK-1 expression did not increase canonical Wnt signaling in target osteoblast cell lines ; however , DKK-1 knockdown PCa cells exhibited increased expression of the CDK inhibitor p21(CIP1/WAF1) and a 32% increase in G(1) arrest compared with control cells .
Ablating p21(CIP1/WAF1) in PCa cells deficient in DKK-1 was sufficient to rescue tumor growth .
Collectively , our findings demonstrate that DKK-1 overexpression supports tumor growth in part by restricting expression of p21(CIP1/WAF1) through a mechanism independent of canonical Wnt signaling .
"	17
793	"BACKGROUND To identify potential tumor suppressor genes , genome-wide data from exome and transcriptome sequencing were combined to search for genes with loss of heterozygosity and allele-specific expression .
The analysis was conducted on the breast cancer cell line HCC1954 , and a lymphoblast cell line from the same individual , HCC1954BL .
RESULTS By comparing exome sequences from the two cell lines , we identified loss of heterozygosity events at 403 genes in HCC1954 and at one gene in HCC1954BL .
The combination of exome and transcriptome sequence data also revealed 86 and 50 genes with allele specific expression events in HCC1954 and HCC1954BL , which comprise 5.4% and 2.6% of genes surveyed , respectively .
Many of these genes identified by loss of heterozygosity and allele-specific expression are known or putative tumor suppressor genes , such as BRCA1 , MSH3 and SETX , which participate in DNA repair pathways .
CONCLUSIONS Our results demonstrate that the combined application of high throughput sequencing to exome and allele-specific transcriptome analysis can reveal genes with known tumor suppressor characteristics , and a shortlist of novel candidates for the study of tumor suppressor activities .
"	22
794	"It has been demonstrated that growth factors produced by breast cancer cells stimulate aromatase expression in both breast cancer and adjacent adipose fibroblasts and stromal cells .
However , whether these growth factors affect aromatase activity by other mechanisms still remain unclear .
In the current study , MCF-7aro and T47Daro aromatase transfected breast carcinoma cells were used to explore the mechanisms of post-transcriptional regulation of aromatase activity by growth factor pathways .
Our study reveals that PI3K/Akt and MAPK inhibitors suppressed aromatase activity in MCF-7aro cells .
However , PI3K/Akt pathway inhibitors stimulated aromatase activity in T47Daro cells .
This is due to enhanced MAPK phosphorylation as compensation after the PI3K/Akt pathway has been blocked .
IGF-1 treatment increased aromatase activity in both breast cancer cell lines .
In addition , LTEDaro cells ( long-term estrogen deprived MCF-7aro cells ) which have enhanced MAPK activity , show higher aromatase activity compared to parental MCF-7aro cells , but the aromatase protein level remains the same .
These results suggest that aromatase activity could be enhanced by growth factor signaling pathways via post-transcriptional mechanisms .
"	33
795	"Hepatocellular carcinoma ( HCC ) remains a common malignant cancer worldwide .
There is an urgent need to identify new molecular targets for the development of novel therapeutic approaches .
Herein , we review the structure , function and biology of glypican-3 ( GPC3 ) and its role in human cancer with a focus on its potential as a therapeutic target for immunotherapy .
GPC3 is a cell-surface protein that is over-expressed in HCC .
Loss-of-function mutations of GPC3 cause Simpson-Golabi-Behmel syndrome ( SGBS ) , a rare X-linked overgrowth condition .
GPC3 binds Wnt and Hedgehog ( Hh ) signalling proteins .
GPC3 is also able to bind basic growth factors such as fibroblast growth factor 2 through its heparan sulphate glycan chains .
GPC3 is a promising candidate for liver cancer therapy given that it shows high expression in HCC .
An anti-GPC3 monoclonal antibody has shown anti-cancer activity in mice and its humanised IgG molecule is currently undergoing clinical evaluation in patients with HCC .
There is also evidence that soluble GPC3 may be a useful serum biomarker for HCC .
"	1
796	"A better understanding of the underlying mechanisms of DNA repair after exposure to ionizing radiation represents a research priority aimed at improving the outcome of clinical radiotherapy .
Because of the close association with DNA double strand break ( DSB ) repair , phosphorylation of the histone H2AX protein ( γH2AX ) , quantified by immunodetection , has recently been used as a method to study DSB induction and repair at low and clinically relevant radiation doses .
However , the lack of consistency in literature points to the need to further validate the role of H2AX phosphorylation in DSB repair and the use of this technique to determine intrinsic radiosensitivity .
In the present study we used human mammary epithelial MCF10A cells , characterized by a radiosensitive phenotype due to reduced levels of the Ku70 and Ku80 repair proteins , and investigated whether this repair-deficient cell line displays differences in the phosphorylation pattern of H2AX protein compared to repair-proficient MCF10A cells .
This was established by measuring formation and disappearance of γH2AX foci after irradiating synchronized cell populations with ( 60)Co γ-rays .
Our results show statistically significant differences in the number of γH2AX foci between the repair-deficient and -proficient cell line , with a higher amount of γH2AX foci present at early times post-irradiation in the Ku-deficient cell line .
However , the disappearance of those differences at later post-irradiation times questions the use of this assay to determine intrinsic radiosensitivity , especially in a clinical setting .
"	22
797	"The radioprotective effects of dimethyl sulfoxide ( DMSO ) have been known for many years , and the suppression of hydroxyl ( OH ) radicals induced by ionizing radiation has been thought to be the main cause of this effect .
However , the DMSO concentration used was very high , and might be toxic , in earlier studies .
In the present study , we administered a lower , non-toxic concentration ( 0.5% , i.e. , 64 mM ) of DMSO before irradiation and examined its radioprotective effects .
Colony formation assay and micronucleus assay showed significant radioprotective effects in CHO , but not in xrs5 , which is defective in the repair function of DNA double-strand breaks .
The levels of phosphorylated H2AX and the formation of 53BP1 foci 15 minutes after irradiation , which might reflect initial DNA double-strand breaks , in DMSO-treated CHO cells were similar to those in non-treated cells , suggesting that the radioprotective effects were not attributable to the suppression of general indirect action in the lower concentration of DMSO .
On the other hand , 2 hours after irradiation , the average number of 53BP1 foci , which might reflect residual DNA double-strand breaks , was significantly decreased in DMSO-treated CHO cells compared to non-treated cells .
The results indicated that low concentration of DMSO exerts radioprotective effects through the facilitation of DNA double-strand break repair rather than through the suppression of indirect action .
"	22
798	"The aim of this study was to determine whether caffeine enhanced radiosensitivity of normal liver tissue in a rat radiation-induced liver disease model .
Buffalo rat McA-RH7777 hepatocellular cancer cells and BRL3A normal liver cells were irradiated , and cell cycle distribution and apoptosis rates were analyzed .
A rat model of radiation-induced liver disease was established , rats were randomized into four groups : control ; caffeine alone ; irradiation ( IR ) alone ; and caffeine plus IR ( Caff + IR ) group .
Apoptosis rates in normal rat liver tissue after IR were evaluated by TUNEL staining and caspase-3 Western blot .
Transaminase activity was measured and histopathological examination was done after IR .
Caffeine abrogated IR-induced G2 phase arrest ( Caff + IR vs. IR : 40.9 ± 4.0 vs. 60.7 ± 5.5% , at 12 h after IR ) and increased apoptosis rates ( Caff + IR vs. IR : 56.1 ± 6.8 vs. 35.5 ± 4.0% , at 72 h after IR ) in McA-RH7777 cells , but did not affect IR-induced G2 phase arrest and apoptosis rates at any time point after IR in BRL3A cells .
Caffeine did not enhance apoptosis , transaminase activity , or histopathological injury of normal rat liver tissue at any time points after IR .
This study suggests that caffeine might not enhance radiosensitivity of normal liver tissue in vivo .
In an earlier study , we reported that caffeine enhanced radiosensitivity of human hepatocellular cancer in a nude mice model .
Together , these results offer feasibility of clinical application .
"	11
799	"BACKGROUND IL-6 is a pro-inflammatory cytokine that signals via binding to a soluble or membrane bound receptor , while nitric oxide ( NO ) , an oxidative stress molecule , diffuses through the cell membrane without a receptor .
Both mediators signal through different mechanisms , yet they are dependent on NFκB .
We proposed that both mediators are co-induced and co-regulated in inflamed mammary epithelial cells .
METHODS SCp2 mammary epithelial cells were treated with bacterial endotoxin ( ET ) for different time periods and analyzed for induction of IL-6 secretion and NO production by ELISA and Griess reaction , respectively .
The expression of IL-6 and induced NO synthase ( iNOS ) was assayed by real time PCR and/or western immunoblots , and the activation of NFκB was assayed by immunobinding assay .
To investigate the role of mammary cell microenvironment ( cell-substratum or interaction of mammary epithelial cell types ; critical to mammary development , function , and disease ) in modulation of the inflammatory response , SCp2 cells were cultured with or without extracellular matrix ( EHS ) or in coculture with their myoepithelial counterpart ( SCg6 ) , and assayed for ET-induced IL-6 and NO .
RESULTS Endotoxin induced NFκB activation at 1 h after ET application .
IL-6 secretion and NO production were induced , but with unexpected delay in expression of mRNA for iNOS compared to IL-6 .
NFκB/p65 activation was transient but NFκB/p50 activation persisted longer .
Selective inhibition of NFκB activation by Wedelolactone reduced ET-induced expression of IL-6 mRNA and protein but not iNOS mRNA or NO production , suggesting differences in IL-6 and iNOS regulation via NFκB .
SCp2 cells in coculture with SCg6 but not in presence of EHS dramatically induced IL-6 secretion even in the absence of ET .
ET-induced NO production was blunted in SCp2/SCg6 cocultures compared to that in SCp2 alone .
CONCLUSIONS The differential regulation of IL-6 and iNOS together with the differential activation of different NFκB dimers suggest that IL-6 and iNOS are regulated by different NFκB dimers , and differentially regulated by the microenvironment of epithelial cells .
The understanding of innate immune responses and inflammation in epithelia and linkage thereof is crucial for understanding the link between chronic inflammation and cancer in epithelial tissues such as the mammary gland .
"	19
800	"We recently showed that Nox4 NADPH oxidase is highly expressed in pancreatic ductal adenocarcinoma and that it is activated by growth factors and plays a pro-survival , anti-apoptotic role .
Here we investigate the mechanisms through which insulin-like growth factor I and serum ( FBS ) activate NADPH oxidase in pancreatic cancer ( PaCa ) cells .
We show that in PaCa cells , NADPH oxidase is composed of Nox4 and p22(phox) catalytic subunits , which are both required for NADPH oxidase activity .
Insulin-like growth factor I and FBS activate NADPH oxidase through transcriptional up-regulation of p22(phox) .
This involves activation of the transcription factor NF-κB mediated by Akt kinase .
Up-regulation of p22(phox) by the growth factors results in increased Nox4-p22(phox) complex formation and activation of NADPH oxidase .
This mechanism is different from that for receptor-induced activation of phagocytic NADPH oxidase , which is mediated by phosphorylation of its regulatory subunits .
Up-regulation of p22(phox) represents a novel pro-survival mechanism through which growth factors and Akt inhibit apoptosis in PaCa cells .
"	29
801	"The role of estrogen receptor beta ( ERβ ) in breast cancer is unclear .
ERβ is considered to have a protective role in breast cancer development based on findings demonstrating that ERβ expression inhibits ERα-mediated proliferation of breast cancer cells .
We previously demonstrated that ERβ causes a ligand independent G2 cell cycle arrest in MCF-7 cells .
To study the mechanisms of the ERβ-mediated G2 cell cycle arrest , we investigated its effects on the regulatory pathways responsible for the G2/M phase transition .
We found that ERβ inhibits CDK1 activity , which is the critical determinant of the G2/M progression .
CDK1 activity is modulated by both stimulatory and inhibitory factors .
Cyclin B1 is the major activator of CDK1 .
ERβ inhibited the cell cycle-dependent stimulation of cyclin B1 mRNA and protein .
GADD45A and BTG2 are two major inhibitors of CDK1 , which have been implicated in breast tumor formation .
Based on these findings , we explored if the expression pattern of GADD45A and BTG2 is affected by ERβ .
We found that ERβ stimulates GADD45A and BTG2 mRNA levels .
The induction of these two genes is caused by ERβ binding directly to these genes and recruiting c-jun and NCOA2 .
Our findings demonstrated that unliganded ERβ causes a G2 cell cycle arrest by inactivating CDK1 through the repression of cyclin B1 and stimulation of GADD45A and BTG2 expression .
These results provide evidence that drugs that stimulate the production of unliganded ERβ may be effective new therapies to prevent breast cancer .
"	9
802	"We investigated the priming effect and mechanism of granulocyte colony-stimulating factor ( G-CSF ) in chemotherapy with low-dose Ara-C and VP-16 for acute myeloid leukemia .
We analyzed cell proliferation , apoptosis , and cell cycle in vitro using leukemia cell lines 32Dcl3 , U937 , HL-60 , and Ba/F3 .
Cell proliferation assays were performed using the Trypan Blue dye exclusion method .
For detection of apoptosis , the Annexin V-binding capacity of treated cells was examined by flow cytometry .
To evaluate the cell cycle , we used an FITC BrdU Flow kit and conducted analysis by flow cytometry .
The combination of Ara-C and VP-16 significantly enhanced the observed effects compared with those of Ara-C or VP-16 alone .
Concurrent administration of G-CSF further reduced the cell number and viability of 32Dcl3 and U937 cells , but not of HL-60 and Ba/F3 cells .
Apoptotic cells were significantly increased in number by the addition of G-CSF to 32Dcl3 and U937 cells , while G-CSF had no significant effect on HL-60 and Ba/F3 cell lines .
The addition of G-CSF significantly decreased the percentage of G0/G1-phase cells and significantly increased that of S-phase cells among 32Dcl3 and U937 cells .
No significant effect was observed for HL-60 and Ba/F3 cells .
An enhancement was confirmed for the combination of Ara-C , VP-16 , and G-CSF for 32Dcl3 and U937 cells but not for HL-60 and Ba/F3 cells .
It was thought that this difference was a result of different responses to G-CSF .
G-CSF potentiates Ara-C- and VP-16-induced cytotoxicities through apoptosis induction by mobilizing resting G0-G1-phase cells into S phase .
"	26
803	"INTRODUCTION Clinical and experimental studies indicate oxygen free radicals and their reactive derivatives participation in formation of chronic inflammation states , which facilitate gastrointestinal tract tumors development .
During malignant changes formation in epithelium of gastrointestinal tract increased oxygen radicals generation initiates lipid peroxidation and DNA and proteins oxidation processes .
Final lipid peroxidation products ( saturated and unsaturated aldehydes ) are highly reactive and characterized by greatly longer half life time than reactive oxygen species and capability to diffuse from places of their formation to distant cell areas .
In cells they react with important biological macromolecules such as DNA and proteins causing their structural and functional damages .
The effects of changes in cell membranes structure are increase in their permeability , depolarization , decrease of hydrophobicity and inhibition of enzymes , membrane channels and transporters .
These changes lead to the loss of cell integrity .
STUDY AIM Determination of lipid peroxidation level in blood serum patients with gastrointestinal tract tumors .
MATERIALS AND METHODS Materials for studies were obtained from 170 patients with gastrointestinal tract tumors : 10 with stomach cancer , 20 with pancreatic cancer , 30 with primary liver cancer , 60 with primary colorectal cancer and 50 with metachronic colorectal cancer liver metastases .
Blood was taken from patients 1 day before and 6 days after surgery .
Control blood was obtained from 53 healthy blood donors .
Lipid peroxidation level was determined spectrophotometrically as a concentration of final lipid peroxidation products , which in reaction with tiobarbituric acid ( TBA ) form colour complex ( thiobarbituric acid-reactive substances , TBARS ) .
RESULTS Higher lipid peroxidation level was observed in pre- and postoperative blood sera patients with gastrointestinal tumors in comparison to serum from healthy blood donors .
CONCLUSIONS Increased lipid peroxidation level in peripheral blood of patients with gastrointestinal tract tumors is evidence of intensive oxidative stress and might indicate impairment of antioxidant defense mechanisms in organism .
"	3
804	"Tobacco-induced oxidative stress leads to chronic inflammation and is implicated in the development of many human epithelial cancers , including head and neck cancer .
Cigarette smoke exposure was shown to induce the expression of the ΔNp63α and nitric oxide synthase ( NOS)-2 in head and neck squamous cell carcinoma cells and immortalized oral keratinocytes .
The NOS2 promoter was found to contain various cognate sequences for several transcription factors including interferon regulatory factor ( IRF)-6 and p63 , which were shown in vivo binding to the NOS2 promoter in response to smoke exposure .
Small interfering ( si)-RNAs against both ΔNp63α and IRF6 decreased the induction of NOS2 promoter-driven reporter luciferase activity and were shown to inhibit NOS2 activity .
Furthermore , both mainstream ( MSE ) and sidestream ( SSE ) smoking extracts induced changes in expression of autophagic marker , LC3B , while siRNA against ΔNp63α , IRF6 and NOS2 modulated these autophagic changes .
Overall , these data support the notion that ΔNp63α/IRF6 interplay regulates NOS2 transcription , thereby underlying the autophagic-related cancer cell response to tobacco exposure .
"	16
